,accuracy_diff_4.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,rank_total,rank_fin
FARP1.rescaled,264.0,5268.5,5267.5,277.0,1333.0,1693.0,1780.0,1821.0,17704.0,0.8549404692907648
SMAD9.rescaled,5315.5,5268.5,5267.5,550.0,368.0,447.0,306.0,254.0,17776.5,0.8543401944062661
ESCO2.rescaled,264.0,5268.5,354.5,10462.0,410.0,518.0,400.0,258.0,17935.0,0.8530278693139479
ZNF404.rescaled,5315.5,5268.5,5267.5,550.0,224.0,391.0,422.0,573.0,18011.5,0.8523944758151318
RAD54L.rescaled,540.0,10450.5,524.5,5315.5,93.0,611.0,170.0,335.0,18039.5,0.8521626455149116
FAM72D.rescaled,5315.5,354.5,5267.5,5315.5,232.0,349.0,406.0,905.0,18145.0,0.8512891420622961
PROK1.rescaled,15.0,11.5,25.5,19.0,4442.0,4893.0,4217.0,4525.0,18148.0,0.8512643031015582
SLC6A4.rescaled,540.0,5268.5,524.5,5315.5,2406.0,763.0,937.0,2445.0,18199.5,0.8508379009422246
PEX5L.rescaled,5315.5,5268.5,5267.5,550.0,443.0,549.0,405.0,405.0,18203.5,0.8508047823279075
USP54.rescaled,540.0,533.5,5267.5,5315.5,1898.0,1637.0,1372.0,1676.0,18239.5,0.8505067147990528
JAKMIP1.rescaled,264.0,5268.5,5267.5,5315.5,715.0,725.0,369.0,363.0,18287.5,0.8501092914272467
CST1.rescaled,12161.0,354.5,196.0,550.0,1495.0,1123.0,1168.0,1323.0,18370.5,0.8494220801801653
USP43.rescaled,5315.5,5268.5,5267.5,550.0,572.0,455.0,693.0,321.0,18442.5,0.848825945122456
WBP4.rescaled,5315.5,5268.5,524.5,5315.5,391.0,503.0,352.0,791.0,18461.0,0.8486727715312391
MFAP1.rescaled,197.0,130.0,263.0,371.0,3867.0,4116.0,4567.0,5118.0,18629.0,0.8472817897299176
GNMT.rescaled,264.0,5268.5,524.5,5315.5,1781.0,2088.0,1499.0,1935.0,18675.5,0.8468967858384805
CLDN8.rescaled,362.5,533.5,354.5,371.0,2456.0,3081.0,3744.0,7791.0,18693.5,0.8467477520740532
ERBB4.rescaled,540.0,533.5,5267.5,10462.0,448.0,456.0,519.0,494.0,18720.0,0.846528341254202
KIFC1.rescaled,540.0,11811.0,5267.5,550.0,178.0,88.0,270.0,166.0,18870.5,0.8452822533905181
ARL1.rescaled,10495.0,5268.5,524.5,550.0,563.0,551.0,608.0,452.0,19012.0,0.8441106824090481
HOXD11.rescaled,540.0,164.0,10433.5,550.0,1962.0,1081.0,2702.0,1624.0,19056.5,0.8437422378247694
SAMD13.rescaled,11.0,4.0,8.0,4.0,2565.0,1659.0,11089.0,3763.0,19103.0,0.8433572339333322
CNST.rescaled,5315.5,533.5,524.5,11804.5,292.0,187.0,302.0,213.0,19172.0,0.8427859378363609
SLC1A6.rescaled,540.0,5268.5,524.5,5315.5,1543.0,3734.0,1607.0,857.0,19389.5,0.8409851131828644
PCDHA7.rescaled,5315.5,533.5,11785.5,371.0,361.0,467.0,318.0,299.0,19450.5,0.8404800543145274
COBL.rescaled,5315.5,5268.5,524.5,550.0,4115.0,1930.0,1226.0,799.0,19728.5,0.8381783106194837
LAG3.rescaled,93.0,5268.5,263.0,371.0,3913.0,2073.0,5920.0,1866.0,19767.5,0.8378554041298912
SEZ6L.rescaled,540.0,354.5,524.5,5315.5,2858.0,3066.0,3961.0,3194.0,19813.5,0.8374745400652437
CALHM1.rescaled,5315.5,5268.5,524.5,5315.5,1113.0,692.0,1041.0,659.0,19929.0,0.8365182400768352
MYSM1.rescaled,5315.5,533.5,5267.5,5315.5,792.0,961.0,750.0,996.0,19931.0,0.8365016807696766
CENPW.rescaled,5315.5,533.5,263.0,371.0,5285.0,3014.0,2400.0,2847.0,20029.0,0.8356902747189058
RAMP2.rescaled,5315.5,5268.5,5267.5,550.0,654.0,1365.0,602.0,1123.0,20145.5,0.834725695076918
LPAR3.rescaled,118.0,58.5,40.0,76.5,2250.0,11853.0,3693.0,2224.0,20313.0,0.8333388531023862
TMEM213.rescaled,5315.5,354.5,5267.5,550.0,2851.0,1334.0,2399.0,2326.0,20397.5,0.8326392223749358
SEMA3G.rescaled,264.0,5268.5,524.5,5315.5,2248.0,2886.0,2194.0,1912.0,20612.5,0.8308590968553875
LEKR1.rescaled,362.5,354.5,5267.5,5315.5,4771.0,2010.0,1523.0,1039.0,20643.0,0.8306065674212191
ELFN2.rescaled,5315.5,270.5,5267.5,5315.5,1049.0,1251.0,1242.0,1139.0,20850.0,0.8288926791303052
GPR19.rescaled,5315.5,5268.5,524.5,5315.5,1126.0,1045.0,1173.0,1177.0,20945.0,0.8281061120402722
SP6.rescaled,5315.5,5268.5,5267.5,550.0,1304.0,1547.0,971.0,863.0,21086.5,0.826934541058802
ZMYND10.rescaled,5315.5,533.5,354.5,5315.5,1836.0,2778.0,2518.0,2456.0,21107.0,0.8267648081604266
C19orf81.rescaled,42.5,14.0,120.5,47.0,1664.0,7272.0,8350.0,3718.0,21228.0,0.8257629700773319
MTRNR2L10.rescaled,540.0,533.5,524.5,10462.0,1906.0,2483.0,2448.0,2454.0,21351.0,0.8247445726870788
FAM83D.rescaled,362.5,5268.5,11785.5,206.5,469.0,1851.0,1007.0,406.0,21356.0,0.8247031744191823
SPAG5.rescaled,5315.5,5268.5,5267.5,5315.5,61.0,50.0,62.0,92.0,21432.0,0.8240739207471559
SYF2.rescaled,362.5,5268.5,5267.5,550.0,2462.0,2129.0,3325.0,2099.0,21463.5,0.8238131116594082
COL22A1.rescaled,5315.5,5268.5,524.5,5315.5,2307.0,788.0,1737.0,417.0,21673.0,0.8220785242345461
HOXB13.rescaled,5315.5,5268.5,5267.5,5315.5,121.0,126.0,175.0,144.0,21733.0,0.8215817450197884
RIMS4.rescaled,5315.5,5268.5,5267.5,5315.5,176.0,117.0,136.0,167.0,21763.0,0.8213333554124096
CLCNKB.rescaled,5315.5,5268.5,524.5,5315.5,1589.0,1222.0,1519.0,1014.0,21768.0,0.8212919571445131
ARC.rescaled,5315.5,5268.5,5267.5,5315.5,147.0,112.0,184.0,226.0,21836.0,0.8207289407011211
ARX.rescaled,5315.5,5268.5,5267.5,5315.5,296.0,78.0,130.0,204.0,21875.0,0.8204060342115286
MYL5.rescaled,10495.0,533.5,263.0,206.5,1473.0,2700.0,1903.0,4301.0,21875.0,0.8204060342115286
HUS1B.rescaled,5315.5,5268.5,5267.5,5315.5,190.0,246.0,143.0,184.0,21930.0,0.8199506532646674
HABP2.rescaled,540.0,533.5,524.5,5315.5,3878.0,3006.0,4053.0,4090.0,21940.5,0.8198637169020848
CCDC150.rescaled,540.0,5268.5,5267.5,5315.5,665.0,1078.0,2213.0,1599.0,21946.5,0.819814038980609
E2F2.rescaled,5315.5,5268.5,5267.5,5315.5,335.0,161.0,161.0,136.0,21960.0,0.8197022636572886
GPR139.rescaled,5315.5,5268.5,5267.5,5315.5,204.0,255.0,174.0,173.0,21973.0,0.8195946281607578
CARD10.rescaled,540.0,533.5,5267.5,5315.5,2845.0,2372.0,2957.0,2226.0,22056.5,0.8189032770868867
KIF18A.rescaled,5315.5,533.5,5267.5,277.0,2452.0,2762.0,4035.0,1428.0,22070.5,0.8187873619367766
DCTN1.rescaled,5315.5,5268.5,5267.5,5315.5,278.0,228.0,232.0,174.0,22079.0,0.8187169848813526
WWC2.rescaled,11311.0,533.5,5267.5,550.0,667.0,977.0,2041.0,764.0,22111.0,0.8184520359668152
PCDHA4.rescaled,5315.5,5268.5,5267.5,5315.5,194.0,276.0,253.0,286.0,22176.0,0.817913858484161
HK3.rescaled,5315.5,5268.5,524.5,5315.5,1187.0,1754.0,1479.0,1411.0,22255.0,0.8172597658513968
RHCE.rescaled,197.0,164.0,73.0,158.0,1674.0,11568.0,5084.0,3382.0,22300.0,0.8168871814403286
TSPAN8.rescaled,5315.5,5268.5,5267.5,5315.5,288.0,374.0,295.0,176.0,22300.0,0.8168871814403286
PCSK1N.rescaled,5315.5,5268.5,5267.5,5315.5,218.0,274.0,87.0,556.0,22302.0,0.81687062213317
NELL2.rescaled,5315.5,5268.5,5267.5,5315.5,246.0,421.0,260.0,255.0,22349.0,0.8164814784149431
ABCD1.rescaled,5315.5,5268.5,5267.5,5315.5,287.0,302.0,334.0,265.0,22355.0,0.8164318004934674
MS4A15.rescaled,5315.5,5268.5,5267.5,5315.5,177.0,351.0,372.0,333.0,22400.0,0.8160592160823992
NR4A1.rescaled,5315.5,5268.5,5267.5,5315.5,284.0,305.0,315.0,331.0,22402.0,0.8160426567752406
PFN4.rescaled,5315.5,533.5,524.5,5315.5,3406.0,2163.0,2564.0,2625.0,22447.0,0.8156700723641723
XKR9.rescaled,264.0,130.0,354.5,206.5,7437.0,2112.0,10111.0,1847.0,22462.0,0.8155458775604829
GRIA2.rescaled,5315.5,5268.5,5267.5,5315.5,260.0,239.0,328.0,504.0,22498.0,0.8152478100316283
CD46.rescaled,5315.5,5268.5,5267.5,5315.5,337.0,314.0,377.0,324.0,22519.0,0.815073937306463
NME6.rescaled,5315.5,5268.5,5267.5,550.0,1285.0,1487.0,1738.0,1634.0,22545.5,0.8148545264866118
NRCAM.rescaled,5315.5,5268.5,5267.5,5315.5,327.0,321.0,383.0,348.0,22546.0,0.8148503866598221
NPY1R.rescaled,5315.5,5268.5,5267.5,5315.5,388.0,350.0,236.0,408.0,22549.0,0.8148255476990842
GREB1L.rescaled,5315.5,5268.5,5267.5,5315.5,125.0,300.0,483.0,482.0,22557.0,0.8147593104704499
LRFN1.rescaled,5315.5,5268.5,354.5,5315.5,945.0,1574.0,991.0,2817.0,22581.0,0.8145605987845468
STAMBP.rescaled,5315.5,5268.5,5267.5,5315.5,258.0,426.0,366.0,387.0,22604.0,0.8143701667522231
GPR160.rescaled,5315.5,533.5,5267.5,5315.5,1060.0,2198.0,1009.0,1918.0,22617.0,0.8142625312556923
ASPM.rescaled,264.0,164.0,120.5,11804.5,3484.0,2657.0,731.0,3452.0,22677.0,0.8137657520409346
TBC1D30.rescaled,5315.5,5268.5,5267.5,550.0,1559.0,2072.0,1150.0,1515.0,22697.5,0.8135960191425591
CIDEC.rescaled,540.0,239.5,10433.5,11279.5,38.0,35.0,72.0,60.0,22697.5,0.8135960191425591
TMEM52.rescaled,5315.5,5268.5,5267.5,5315.5,444.0,432.0,325.0,339.0,22707.0,0.8135173624335558
CHAD.rescaled,540.0,11316.5,263.0,5315.5,1970.0,915.0,1449.0,977.0,22746.0,0.8131944559439633
GLIPR1L1.rescaled,5315.5,5268.5,5267.5,5315.5,419.0,328.0,434.0,404.0,22752.0,0.8131447780224875
KIF5A.rescaled,5315.5,5268.5,5267.5,5315.5,387.0,233.0,658.0,383.0,22828.0,0.8125155243504611
TK1.rescaled,5315.5,5268.5,5267.5,5315.5,345.0,407.0,360.0,563.0,22842.0,0.812399609200351
CYP8B1.rescaled,362.5,533.5,152.0,5315.5,4640.0,4432.0,4311.0,3136.0,22882.5,0.8120642832303897
DIAPH3.rescaled,5315.5,5268.5,5267.5,5315.5,333.0,473.0,610.0,353.0,22936.0,0.8116213217638975
INHBB.rescaled,10495.0,11316.5,196.0,128.5,285.0,223.0,188.0,146.0,22978.0,0.811273576313567
SERPINA11.rescaled,5315.5,5268.5,5267.5,5315.5,508.0,337.0,580.0,394.0,22986.0,0.8112073390849327
AGR3.rescaled,5315.5,5268.5,5267.5,5315.5,452.0,451.0,458.0,472.0,23000.0,0.8110914239348226
CAMP.rescaled,5315.5,5268.5,5267.5,550.0,1349.0,1356.0,1537.0,2379.0,23022.5,0.8109051317292885
MMP11.rescaled,10495.0,270.5,196.0,5315.5,812.0,3450.0,1521.0,989.0,23049.0,0.8106857209094371
SPC25.rescaled,5315.5,5268.5,5267.5,5315.5,431.0,853.0,277.0,342.0,23070.0,0.8105118481842719
KISS1.rescaled,5315.5,5268.5,5267.5,5315.5,381.0,558.0,391.0,581.0,23078.0,0.8104456109556376
SLC7A11.rescaled,5315.5,5268.5,5267.5,5315.5,344.0,384.0,854.0,341.0,23090.0,0.8103462551126861
ITGA2B.rescaled,5315.5,5268.5,5267.5,5315.5,553.0,495.0,272.0,611.0,23098.0,0.8102800178840517
SYT5.rescaled,540.0,533.5,5267.5,550.0,2241.0,9095.0,2257.0,2641.0,23125.0,0.8100564672374108
CLDN25.rescaled,5315.5,5268.5,524.5,5315.5,1075.0,1051.0,1435.0,3168.0,23153.0,0.8098246369371905
C4orf47.rescaled,5315.5,5268.5,5267.5,5315.5,386.0,465.0,713.0,462.0,23193.0,0.8094934507940188
GPSM2.rescaled,5315.5,5268.5,5267.5,5315.5,270.0,699.0,485.0,607.0,23228.0,0.8092036629187435
TMEM134.rescaled,5315.5,5268.5,5267.5,5315.5,683.0,504.0,474.0,428.0,23256.0,0.8089718326185232
IL23R.rescaled,5315.5,5268.5,5267.5,5315.5,470.0,457.0,487.0,688.0,23269.0,0.8088641971219924
NOXO1.rescaled,5315.5,5268.5,5267.5,5315.5,579.0,513.0,525.0,519.0,23303.0,0.8085826889002964
LAP3.rescaled,5315.5,533.5,524.5,5315.5,3718.0,2872.0,1728.0,3297.0,23304.0,0.8085744092467171
HNF4G.rescaled,5315.5,5268.5,5267.5,5315.5,528.0,733.0,312.0,647.0,23387.0,0.8078871979996357
HERC5.rescaled,5315.5,533.5,263.0,5315.5,2537.0,2908.0,3502.0,3047.0,23421.5,0.8076015499511501
PCDHA8.rescaled,37.5,17.5,25.5,24.0,7443.0,4974.0,7023.0,3939.0,23483.5,0.8070882114292338
ZC3H11A.rescaled,5315.5,5268.5,5267.5,5315.5,601.0,638.0,562.0,568.0,23536.0,0.8066535296163209
SLCO1C1.rescaled,5315.5,5268.5,5267.5,5315.5,610.0,640.0,577.0,569.0,23563.0,0.8064299789696799
KDELR3.rescaled,540.0,533.5,5267.5,5315.5,2578.0,3111.0,3112.0,3158.0,23615.5,0.805995297156767
THBS4.rescaled,5315.5,5268.5,5267.5,5315.5,602.0,600.0,579.0,671.0,23619.0,0.8059663183692394
ELOVL2.rescaled,11311.0,10450.5,263.0,237.0,308.0,441.0,155.0,524.0,23689.5,0.8053826027918992
C16orf89.rescaled,5315.5,5268.5,5267.5,5315.5,571.0,537.0,665.0,759.0,23699.0,0.8053039460828959
ARMC3.rescaled,5315.5,5268.5,5267.5,5315.5,709.0,759.0,416.0,652.0,23703.0,0.8052708274685787
IST1.rescaled,5315.5,5268.5,5267.5,5315.5,652.0,482.0,844.0,589.0,23734.0,0.8050141582076206
FAM3B.rescaled,5315.5,5268.5,5267.5,5315.5,740.0,521.0,641.0,695.0,23764.0,0.8047657686002417
CHRNA6.rescaled,5315.5,5268.5,524.5,5315.5,1724.0,1469.0,2311.0,1844.0,23772.0,0.8046995313716074
LY6E.rescaled,5315.5,5268.5,5267.5,5315.5,668.0,754.0,574.0,653.0,23816.0,0.8043352266141185
NPFFR2.rescaled,5315.5,5268.5,5267.5,5315.5,624.0,866.0,614.0,550.0,23821.0,0.804293828346222
RND1.rescaled,5315.5,5268.5,5267.5,5315.5,1086.0,481.0,703.0,388.0,23825.0,0.8042607097319048
CBWD3.rescaled,5315.5,5268.5,5267.5,5315.5,825.0,616.0,761.0,460.0,23829.0,0.8042275911175877
C9orf163.rescaled,5315.5,5268.5,5267.5,5315.5,660.0,713.0,598.0,692.0,23830.0,0.8042193114640084
AGTR1.rescaled,5315.5,5268.5,5267.5,5315.5,871.0,598.0,605.0,617.0,23858.0,0.8039874811637882
SDHAF2.rescaled,5315.5,5268.5,5267.5,5315.5,592.0,676.0,802.0,649.0,23886.0,0.8037556508635679
ARL6IP1.rescaled,5315.5,5268.5,5267.5,5315.5,685.0,559.0,563.0,950.0,23924.0,0.8034410240275547
KIAA0408.rescaled,5315.5,5268.5,5267.5,5315.5,698.0,673.0,688.0,729.0,23955.0,0.8031843547665966
DDTL.rescaled,5315.5,5268.5,5267.5,5315.5,831.0,612.0,698.0,657.0,23965.0,0.8031015582308036
GRIA1.rescaled,5315.5,5268.5,5267.5,5315.5,695.0,726.0,570.0,828.0,23986.0,0.8029276855056384
CCNB2.rescaled,11804.0,533.5,524.5,10462.0,75.0,68.0,401.0,155.0,24023.0,0.8026213383232046
CDH15.rescaled,5315.5,5268.5,5267.5,5315.5,607.0,848.0,718.0,717.0,24057.0,0.8023398301015086
ARID4B.rescaled,5315.5,5268.5,5267.5,5315.5,735.0,745.0,780.0,633.0,24060.0,0.8023149911407707
CDKN2D.rescaled,5315.5,5268.5,5267.5,5315.5,726.0,842.0,746.0,609.0,24090.0,0.8020666015333918
GINS4.rescaled,5315.5,5268.5,5267.5,5315.5,962.0,629.0,569.0,779.0,24106.0,0.8019341270761231
LGALS12.rescaled,5315.5,533.5,354.5,277.0,4973.0,4588.0,3857.0,4220.0,24118.5,0.8018306314063819
ZNF26.rescaled,5315.5,5268.5,5267.5,5315.5,774.0,646.0,823.0,741.0,24151.0,0.8015615426650549
RCOR2.rescaled,5315.5,354.5,5267.5,550.0,4208.0,2577.0,3365.0,2529.0,24166.5,0.8014332080345759
ATAD2.rescaled,264.0,533.5,11275.5,11804.5,45.0,91.0,103.0,91.0,24207.5,0.8010937422378248
SDK1.rescaled,264.0,5268.5,10433.5,5315.5,367.0,1375.0,271.0,947.0,24241.5,0.8008122340161288
NIPSNAP3B.rescaled,5315.5,5268.5,5267.5,5315.5,750.0,951.0,740.0,642.0,24250.0,0.8007418569607048
TREX1.rescaled,5315.5,5268.5,5267.5,5315.5,842.0,785.0,645.0,814.0,24253.0,0.8007170179999669
MAG.rescaled,5315.5,5268.5,5267.5,5315.5,862.0,748.0,660.0,820.0,24257.0,0.8006838993856498
NRM.rescaled,5315.5,5268.5,5267.5,5315.5,835.0,547.0,895.0,858.0,24302.0,0.8003113149745815
WDR93.rescaled,5315.5,5268.5,5267.5,5315.5,941.0,876.0,668.0,679.0,24331.0,0.8000712050207819
ANKRA2.rescaled,5315.5,5268.5,5267.5,5315.5,851.0,752.0,812.0,758.0,24340.0,0.7999966881385683
CA13.rescaled,5315.5,5268.5,5267.5,5315.5,693.0,766.0,786.0,949.0,24361.0,0.799822815413403
GDPD2.rescaled,5315.5,5268.5,5267.5,5315.5,585.0,1007.0,560.0,1062.0,24381.0,0.7996572223418172
ABHD12.rescaled,5315.5,5268.5,5267.5,5315.5,640.0,711.0,861.0,1021.0,24400.0,0.7994999089238106
PCDHA12.rescaled,12708.5,139.5,222.0,11279.5,2.0,7.0,11.0,36.0,24405.5,0.7994543708291245
UHRF1.rescaled,5315.5,10450.5,5267.5,550.0,271.0,712.0,607.0,1251.0,24424.5,0.7992970574111179
GIPR.rescaled,5315.5,5268.5,5267.5,5315.5,918.0,806.0,847.0,691.0,24429.0,0.7992597989700111
ZNF10.rescaled,5315.5,5268.5,5267.5,5315.5,628.0,965.0,752.0,921.0,24433.0,0.7992266803556939
C16orf46.rescaled,540.0,533.5,5267.5,550.0,2422.0,2861.0,11056.0,1203.0,24433.0,0.7992266803556939
IGF1R.rescaled,5315.5,270.5,354.5,277.0,5823.0,3104.0,5747.0,3587.0,24478.5,0.798849956117836
RAPGEF4.rescaled,5315.5,5268.5,524.5,5315.5,1624.0,1768.0,2252.0,2427.0,24495.0,0.7987133418337777
WASF3.rescaled,5315.5,5268.5,5267.5,5315.5,784.0,756.0,1105.0,697.0,24509.0,0.7985974266836675
NCAPD3.rescaled,5315.5,5268.5,5267.5,5315.5,588.0,1062.0,745.0,959.0,24521.0,0.798498070840716
GNGT1.rescaled,5315.5,5268.5,5267.5,5315.5,617.0,800.0,934.0,1010.0,24528.0,0.798440113265661
ZDHHC12.rescaled,5315.5,5268.5,5267.5,5315.5,559.0,1032.0,1028.0,766.0,24552.0,0.7982414015797579
DACH1.rescaled,93.0,38.5,96.5,158.0,1696.0,1317.0,12704.0,8466.0,24569.0,0.7981006474689099
SPATA4.rescaled,5315.5,5268.5,5267.5,5315.5,880.0,841.0,546.0,1153.0,24587.0,0.7979516137044826
ZNF268.rescaled,5315.5,5268.5,5267.5,5315.5,1053.0,768.0,862.0,772.0,24622.0,0.7976618258292073
TSPAN33.rescaled,5315.5,5268.5,5267.5,5315.5,1190.0,931.0,700.0,744.0,24732.0,0.7967510639354849
GSTA4.rescaled,5315.5,5268.5,5267.5,5315.5,921.0,948.0,815.0,892.0,24743.0,0.7966599877461127
C1orf52.rescaled,5315.5,5268.5,5267.5,5315.5,1112.0,889.0,730.0,871.0,24769.0,0.7964447167530511
KCNK3.rescaled,540.0,270.5,196.0,550.0,3315.0,6373.0,4616.0,8919.0,24779.5,0.7963577803904685
TNFRSF10C.rescaled,5315.5,5268.5,5267.5,550.0,1560.0,2957.0,1808.0,2056.0,24782.5,0.7963329414297305
GDF3.rescaled,5315.5,5268.5,5267.5,5315.5,999.0,493.0,952.0,1172.0,24783.0,0.796328801602941
RDH12.rescaled,5315.5,5268.5,5267.5,5315.5,933.0,1022.0,939.0,728.0,24789.0,0.7962791236814651
GBA.rescaled,5315.5,5268.5,5267.5,5315.5,1047.0,772.0,893.0,929.0,24808.0,0.7961218102634586
IMPA2.rescaled,5315.5,5268.5,5267.5,5315.5,1090.0,933.0,1152.0,467.0,24809.0,0.7961135306098792
CSF1.rescaled,5315.5,5268.5,5267.5,5315.5,882.0,1039.0,925.0,823.0,24836.0,0.7958899799632384
CPA4.rescaled,540.0,533.5,354.5,5315.5,7250.0,3157.0,5926.0,1792.0,24868.5,0.7956208912219113
DPM3.rescaled,5315.5,5268.5,5267.5,5315.5,1048.0,929.0,887.0,868.0,24899.0,0.7953683617877428
TUBAL3.rescaled,5315.5,5268.5,5267.5,5315.5,884.0,743.0,1005.0,1113.0,24912.0,0.7952607262912119
HHLA1.rescaled,5315.5,5268.5,5267.5,5315.5,796.0,690.0,1483.0,801.0,24937.0,0.7950537349517296
WDR89.rescaled,5315.5,5268.5,5267.5,5315.5,1040.0,837.0,918.0,978.0,24940.0,0.7950288959909917
FOXD1.rescaled,5315.5,5268.5,5267.5,5315.5,1132.0,1031.0,906.0,716.0,24952.0,0.7949295401480402
ATG14.rescaled,5315.5,5268.5,5267.5,5315.5,1118.0,723.0,1056.0,906.0,24970.0,0.7947805063836129
CYP2B6.rescaled,5315.5,5268.5,5267.5,5315.5,872.0,953.0,1081.0,909.0,24982.0,0.7946811505406614
USP4.rescaled,5315.5,5268.5,5267.5,5315.5,1021.0,910.0,783.0,1104.0,24985.0,0.7946563115799234
LDLRAD2.rescaled,5315.5,5268.5,5267.5,5315.5,786.0,906.0,1130.0,1001.0,24990.0,0.794614913312027
CATSPER1.rescaled,5315.5,5268.5,5267.5,5315.5,1055.0,1177.0,1099.0,537.0,25035.0,0.7942423289009588
CLEC3A.rescaled,5315.5,5268.5,5267.5,5315.5,456.0,1059.0,1752.0,604.0,25038.0,0.7942174899402209
CTC1.rescaled,5315.5,5268.5,5267.5,5315.5,754.0,1300.0,792.0,1054.0,25067.0,0.7939773799864214
HOXD4.rescaled,5315.5,5268.5,5267.5,5315.5,889.0,1046.0,879.0,1103.0,25084.0,0.7938366258755734
GNA14.rescaled,5315.5,5268.5,5267.5,5315.5,912.0,1001.0,1036.0,982.0,25098.0,0.7937207107254632
PYCARD.rescaled,5315.5,5268.5,5267.5,5315.5,975.0,851.0,988.0,1130.0,25111.0,0.7936130752289324
SIX4.rescaled,5315.5,5268.5,5267.5,5315.5,986.0,940.0,755.0,1264.0,25112.0,0.7936047955753531
IL1RAPL2.rescaled,5315.5,5268.5,5267.5,5315.5,944.0,978.0,1058.0,970.0,25117.0,0.7935633973074566
ST8SIA5.rescaled,5315.5,5268.5,5267.5,5315.5,1033.0,872.0,809.0,1249.0,25130.0,0.7934557618109258
TAS2R14.rescaled,5315.5,5268.5,5267.5,5315.5,1009.0,833.0,929.0,1208.0,25146.0,0.7933232873536571
KRT222.rescaled,5315.5,5268.5,5267.5,5315.5,1259.0,774.0,989.0,983.0,25172.0,0.7931080163605955
PGP.rescaled,5315.5,5268.5,5267.5,5315.5,901.0,1198.0,712.0,1207.0,25185.0,0.7930003808640647
TNK1.rescaled,5315.5,5268.5,5267.5,5315.5,928.0,979.0,1104.0,1016.0,25194.0,0.792925863981851
TCF21.rescaled,5315.5,5268.5,5267.5,5315.5,891.0,856.0,1401.0,883.0,25198.0,0.7928927453675338
METTL18.rescaled,5315.5,5268.5,5267.5,5315.5,1105.0,1010.0,997.0,919.0,25198.0,0.7928927453675338
PPARG.rescaled,5315.5,5268.5,5267.5,5315.5,1253.0,1013.0,647.0,1167.0,25247.0,0.7924870423421484
TDRD1.rescaled,5315.5,5268.5,5267.5,5315.5,963.0,1085.0,1132.0,917.0,25264.0,0.7923462882313004
APOF.rescaled,5315.5,5268.5,5267.5,5315.5,959.0,487.0,634.0,2047.0,25294.0,0.7920978986239215
AK8.rescaled,5315.5,5268.5,5267.5,5315.5,1416.0,1057.0,586.0,1107.0,25333.0,0.7917749921343291
NAALAD2.rescaled,5315.5,5268.5,5267.5,5315.5,997.0,1035.0,1045.0,1108.0,25352.0,0.7916176787163225
CELSR1.rescaled,5315.5,5268.5,5267.5,5315.5,1228.0,1091.0,1063.0,813.0,25362.0,0.7915348821805296
SLC26A3.rescaled,5315.5,5268.5,5267.5,550.0,1897.0,3501.0,1376.0,2202.0,25377.5,0.7914065475500505
KCTD6.rescaled,5315.5,5268.5,5267.5,5315.5,899.0,1230.0,1277.0,888.0,25461.0,0.7907151964761794
JOSD2.rescaled,5315.5,5268.5,5267.5,5315.5,996.0,1186.0,904.0,1221.0,25474.0,0.7906075609796486
HCFC1.rescaled,5315.5,5268.5,5267.5,5315.5,1026.0,908.0,1217.0,1183.0,25501.0,0.7903840103330076
ZNF683.rescaled,5315.5,5268.5,5267.5,5315.5,1257.0,1129.0,791.0,1160.0,25504.0,0.7903591713722697
STK24.rescaled,540.0,11316.5,5267.5,5315.5,731.0,708.0,705.0,935.0,25518.5,0.79023911639537
PCM1.rescaled,5315.5,5268.5,5267.5,5315.5,1039.0,879.0,1159.0,1280.0,25524.0,0.7901935783006839
CDCP1.rescaled,5315.5,5268.5,5267.5,5315.5,1418.0,1142.0,903.0,924.0,25554.0,0.7899451886933051
ATP2A3.rescaled,5315.5,5268.5,5267.5,5315.5,1332.0,949.0,955.0,1243.0,25646.0,0.78918346056401
DDX31.rescaled,5315.5,5268.5,5267.5,5315.5,1109.0,1245.0,1188.0,952.0,25661.0,0.7890592657603206
ZFYVE1.rescaled,5315.5,5268.5,5267.5,5315.5,1027.0,1497.0,1145.0,851.0,25687.0,0.788843994767259
CYBB.rescaled,5315.5,5268.5,5267.5,5315.5,877.0,1257.0,1560.0,833.0,25694.0,0.7887860371922039
C9orf24.rescaled,264.0,10450.5,11275.5,550.0,360.0,901.0,707.0,1187.0,25695.0,0.7887777575386246
CHMP4C.rescaled,5315.5,5268.5,5267.5,5315.5,1123.0,1270.0,1094.0,1041.0,25695.0,0.7887777575386246
ACER3.rescaled,5315.5,5268.5,5267.5,5315.5,632.0,1165.0,1740.0,993.0,25697.0,0.788761198231466
SIGLEC11.rescaled,5315.5,5268.5,5267.5,5315.5,1218.0,1052.0,1165.0,1105.0,25707.0,0.788678401695673
ZNF717.rescaled,5315.5,5268.5,5267.5,5315.5,934.0,790.0,1413.0,1414.0,25718.0,0.7885873255063008
ZBTB1.rescaled,5315.5,5268.5,5267.5,5315.5,1101.0,984.0,1280.0,1192.0,25724.0,0.788537647584825
FAM124A.rescaled,5315.5,5268.5,5267.5,5315.5,1287.0,1264.0,982.0,1027.0,25727.0,0.7885128086240871
