,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
FTH1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5092.0,3060.0,2586.0,3085.0,2653.0,55899.5,0.6308277264386437
SCRN3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3806.0,2368.0,3954.0,3256.0,3097.0,55904.5,0.6307946636689756
RB1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3166.0,2985.0,3335.0,3508.0,3491.0,55908.5,0.630768213453241
ZNF551.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3343.0,3215.0,2911.0,3229.0,3806.0,55927.5,0.6306425749285018
MGMT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3325.0,3530.0,3281.0,3234.0,3134.0,55927.5,0.6306425749285018
SRRT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7359.0,1467.0,2797.0,3540.0,1343.0,55929.5,0.6306293498206345
COQ10B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2889.0,3701.0,3143.0,3718.0,3068.0,55942.5,0.6305433866194972
TOMM40L.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3210.0,3209.0,3572.0,3631.0,2898.0,55943.5,0.6305367740655634
UBE2I.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3391.0,3347.0,3493.0,3131.0,3158.0,55943.5,0.6305367740655634
PUF60.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3208.0,3445.0,2919.0,3185.0,3785.0,55965.5,0.6303912978790234
MEIG1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2336.0,5702.0,1952.0,4941.0,1620.0,55974.5,0.6303317848936205
PTPRD.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2780.0,3058.0,1958.0,6538.0,2240.0,55997.5,0.6301796961531467
ARC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,1312.0,4880.0,3736.0,2745.0,3903.0,55999.5,0.6301664710452795
CYP2B6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2937.0,4275.0,2748.0,3149.0,3477.0,56009.5,0.6301003455059431
KPTN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3864.0,3174.0,5901.0,1542.0,2110.0,56014.5,0.6300672827362748
ARID1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3435.0,3656.0,2659.0,3722.0,3123.0,56018.5,0.6300408325205402
CBFB.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5833.0,2077.0,1643.0,3763.0,3284.0,56023.5,0.630007769750872
SUSD5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3269.0,2706.0,3991.0,3348.0,3290.0,56027.5,0.6299813195351375
ITM2A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3694.0,3270.0,3557.0,2998.0,3092.0,56034.5,0.629935031657602
CCDC74B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3640.0,4302.0,3878.0,2277.0,2515.0,56035.5,0.6299284191036683
FAM72B.rescaled,546.5,546.0,325.0,550.5,264.0,9197.0,10454.0,10690.0,12569.0,10897.0,56039.0,0.6299052751649006
TMED10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3675.0,3407.0,2775.0,3272.0,3488.0,56040.5,0.6298953563340002
GLG1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3008.0,3125.0,3955.0,3754.0,2778.0,56043.5,0.6298755186721992
SLC38A10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3430.0,2756.0,3650.0,3576.0,3212.0,56047.5,0.6298490684564646
PIGN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2490.0,3858.0,2876.0,3553.0,3874.0,56074.5,0.6296705295002563
CDKL2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3373.0,4515.0,2812.0,2498.0,3469.0,56090.5,0.6295647286373179
MS4A1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3556.0,1969.0,3617.0,4574.0,2951.0,56090.5,0.6295647286373179
MINPP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3182.0,3685.0,2955.0,3723.0,3138.0,56106.5,0.6294589277743796
MOCS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3598.0,3287.0,3264.0,3318.0,3239.0,56129.5,0.6293068390339058
PAQR3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3098.0,3143.0,3257.0,3730.0,3480.0,56131.5,0.6292936139260386
C3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3562.0,3180.0,3905.0,3958.0,2108.0,56136.5,0.6292605511563704
TEKT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3227.0,1731.0,4000.0,3864.0,3893.0,56138.5,0.6292473260485031
SFMBT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2802.0,3583.0,3065.0,2838.0,4431.0,56142.5,0.6292208758327685
UBA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2547.0,2876.0,6120.0,1955.0,3221.0,56142.5,0.6292208758327685
PAX6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5392.0,3044.0,3022.0,2901.0,2371.0,56153.5,0.6291481377394985
KREMEN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6394.0,3741.0,2036.0,1728.0,2832.0,56154.5,0.6291415251855648
ANXA5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3199.0,3434.0,2860.0,2184.0,5060.0,56160.5,0.6291018498619629
NDUFS2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3297.0,3126.0,4029.0,3075.0,3227.0,56177.5,0.628989436445091
PPFIA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2874.0,3647.0,3176.0,3585.0,3473.0,56178.5,0.6289828238911573
C1QTNF3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2707.0,3766.0,3682.0,3983.0,2617.0,56178.5,0.6289828238911573
C10orf55.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3682.0,4052.0,2346.0,3638.0,3051.0,56192.5,0.6288902481360863
SMAD7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3978.0,3691.0,1731.0,4690.0,2688.0,56201.5,0.6288307351506836
SETDB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3121.0,2527.0,3683.0,3646.0,3802.0,56202.5,0.6288241225967499
OTC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2984.0,4343.0,3346.0,2907.0,3204.0,56207.5,0.6287910598270817
MYBL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5202.0,2515.0,2384.0,5269.0,1418.0,56211.5,0.6287646096113472
ANKRD53.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2551.0,2296.0,4728.0,2706.0,4509.0,56213.5,0.6287513845034798
MTRNR2L5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4186.0,1198.0,2925.0,3551.0,4950.0,56233.5,0.628619133424807
CITED1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3101.0,3090.0,3169.0,3240.0,4213.0,56236.5,0.628599295763006
SLC15A4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3262.0,2340.0,5067.0,3098.0,3046.0,56236.5,0.628599295763006
CDS1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3711.0,3584.0,2831.0,2895.0,3796.0,56240.5,0.6285728455472714
TRMT11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4360.0,3139.0,2400.0,2372.0,4555.0,56249.5,0.6285133325618687
RPL39L.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3252.0,3235.0,3540.0,3550.0,3268.0,56268.5,0.6283876940371295
PIK3R6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3072.0,3177.0,5075.0,3397.0,2126.0,56270.5,0.6283744689292622
TRIM59.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2444.0,2400.0,4501.0,3837.0,3669.0,56274.5,0.6283480187135276
GTF2B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2953.0,3557.0,2863.0,3180.0,4299.0,56275.5,0.628341406159594
F2RL2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3540.0,2987.0,2471.0,2612.0,5245.0,56278.5,0.6283215684977931
B3GALT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3382.0,3408.0,3406.0,3284.0,3380.0,56283.5,0.6282885057281249
TMCO6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3463.0,2954.0,3520.0,3744.0,3181.0,56285.5,0.6282752806202576
APOBEC3D.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,1172.0,2158.0,3271.0,7611.0,2657.0,56292.5,0.628228992742722
YARS2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5790.0,2973.0,2550.0,2015.0,3545.0,56296.5,0.6282025425269875
CDADC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2667.0,3849.0,4487.0,3136.0,2738.0,56300.5,0.6281760923112529
RDH5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2922.0,3488.0,3024.0,3212.0,4237.0,56306.5,0.6281364169876511
NUMA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3846.0,3184.0,3422.0,3046.0,3391.0,56312.5,0.6280967416640493
KLF17.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3784.0,3542.0,3189.0,2873.0,3507.0,56318.5,0.6280570663404473
LCAT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4384.0,3912.0,2451.0,2692.0,3471.0,56333.5,0.6279578780314428
CCDC81.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3220.0,3319.0,3404.0,3210.0,3758.0,56334.5,0.627951265477509
ACOT13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3009.0,3211.0,3935.0,3509.0,3252.0,56339.5,0.6279182027078408
ZNF439.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2530.0,3074.0,3642.0,3396.0,4274.0,56339.5,0.6279182027078408
KCTD6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2997.0,2731.0,3193.0,3857.0,4140.0,56341.5,0.6279049775999735
TOR1AIP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3257.0,3094.0,4291.0,2760.0,3517.0,56342.5,0.6278983650460399
ANKZF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2375.0,2951.0,3631.0,3626.0,4338.0,56344.5,0.6278851399381726
ZNF800.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3727.0,3283.0,3366.0,2833.0,3716.0,56348.5,0.6278586897224381
TUBB4A.rescaled,7885.0,546.0,550.0,403.0,7883.5,13829.0,3179.0,3073.0,12883.0,6125.0,56356.5,0.627805789290969
LARP1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3118.0,3169.0,2874.0,4792.0,2982.0,56358.5,0.6277925641831017
NBAS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3381.0,2614.0,2485.0,4818.0,3643.0,56364.5,0.6277528888594998
REV3L.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3874.0,2277.0,4019.0,4353.0,2418.0,56364.5,0.6277528888594998
SMARCC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3399.0,2804.0,3438.0,3906.0,3394.0,56364.5,0.6277528888594998
CARNS1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4132.0,3491.0,2121.0,2789.0,4414.0,56370.5,0.6277132135358979
RPE65.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3238.0,3435.0,3472.0,3484.0,3339.0,56391.5,0.6275743499032914
AIF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2482.0,2371.0,2567.0,4473.0,5077.0,56393.5,0.627561124795424
POMP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3076.0,4342.0,3921.0,2440.0,3196.0,56398.5,0.627528062025756
SLC1A7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4979.0,2925.0,1360.0,5249.0,2467.0,56403.5,0.6274949992560876
MAFB.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3016.0,3443.0,4272.0,2866.0,3383.0,56403.5,0.6274949992560876
SIGLEC9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3207.0,3964.0,3005.0,2933.0,3873.0,56405.5,0.6274817741482204
RGS7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3485.0,3161.0,3624.0,2966.0,3756.0,56415.5,0.627415648608884
AHDC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2757.0,2723.0,2930.0,3697.0,4892.0,56422.5,0.6273693607313484
ENO4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3340.0,1582.0,4202.0,2559.0,5317.0,56423.5,0.6273627481774149
UNC13D.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3677.0,3036.0,3596.0,2931.0,3761.0,56424.5,0.6273561356234811
RNASE6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4282.0,2928.0,5467.0,1250.0,3077.0,56427.5,0.6273362979616802
YIF1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3348.0,5028.0,3937.0,2584.0,2112.0,56432.5,0.627303235192012
ZNF592.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3516.0,3839.0,2625.0,2304.0,4728.0,56435.5,0.6272833975302111
NFU1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8701.0,2624.0,1680.0,2125.0,1884.0,56437.5,0.6272701724223438
ZNF776.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3482.0,3581.0,3175.0,2936.0,3840.0,56437.5,0.6272701724223438
ALDH7A1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2926.0,3331.0,4570.0,2620.0,3576.0,56446.5,0.6272106594369411
MORC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4368.0,2306.0,5318.0,2439.0,2592.0,56446.5,0.6272106594369411
NOL10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2801.0,3148.0,3759.0,2852.0,4465.0,56448.5,0.6271974343290738
GIMAP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4498.0,3473.0,3302.0,3155.0,2597.0,56448.5,0.6271974343290738
ALG1L2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3092.0,3118.0,3749.0,3379.0,3697.0,56458.5,0.6271313087897373
IRX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3206.0,3706.0,3178.0,2774.0,4173.0,56460.5,0.62711808368187
ANKRA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3426.0,3715.0,3057.0,3538.0,3310.0,56469.5,0.6270585706964673
RNFT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5074.0,1086.0,5171.0,1424.0,4292.0,56470.5,0.6270519581425336
C1orf226.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2783.0,3650.0,3391.0,4569.0,2659.0,56475.5,0.6270188953728654
CWC22.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4017.0,3882.0,3500.0,2622.0,3032.0,56476.5,0.6270122828189317
STK39.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3547.0,3577.0,3546.0,3003.0,3382.0,56478.5,0.6269990577110645
BTG4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3522.0,3351.0,3440.0,3302.0,3447.0,56485.5,0.6269527698335289
SCARA5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3447.0,1938.0,2971.0,2083.0,6624.0,56486.5,0.6269461572795954
CORO6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4086.0,2292.0,2699.0,2993.0,5008.0,56501.5,0.6268469689705907
HSD17B6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3563.0,3362.0,3655.0,3162.0,3341.0,56506.5,0.6268139062009225
NDRG4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4094.0,3803.0,3213.0,2752.0,3228.0,56513.5,0.626767618323387
ZNF181.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3123.0,3301.0,4013.0,3031.0,3624.0,56515.5,0.6267543932155197
ZNF70.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3246.0,3696.0,3446.0,3110.0,3594.0,56515.5,0.6267543932155197
RBKS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5865.0,1880.0,5012.0,2698.0,1649.0,56527.5,0.626675042568316
EPHB4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4053.0,2149.0,4067.0,3799.0,3039.0,56530.5,0.626655204906515
LRSAM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3644.0,3134.0,3387.0,3334.0,3617.0,56539.5,0.6265956919211122
BPNT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,1655.0,2517.0,3327.0,7787.0,1831.0,56540.5,0.6265890793671787
ZNF155.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3477.0,3551.0,2940.0,3696.0,3454.0,56541.5,0.6265824668132449
KCTD15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3422.0,3811.0,2827.0,3591.0,3468.0,56542.5,0.6265758542593113
C4orf33.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3144.0,4077.0,3519.0,3359.0,3026.0,56548.5,0.6265361789357095
AP1G1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3148.0,3495.0,3621.0,3461.0,3401.0,56549.5,0.6265295663817758
SPAG1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4949.0,5342.0,2110.0,3689.0,1065.0,56578.5,0.6263378023177002
NXT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3599.0,3187.0,3558.0,3163.0,3656.0,56586.5,0.626284901886231
FNDC4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3829.0,2798.0,2864.0,3739.0,3950.0,56603.5,0.6261724884693591
MAP4K5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3406.0,2748.0,3765.0,3612.0,3654.0,56608.5,0.6261394256996908
POLR3D.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3637.0,2932.0,3146.0,3324.0,4159.0,56621.5,0.6260534624985534
IL12RB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3308.0,2672.0,2753.0,2867.0,5599.0,56622.5,0.6260468499446199
C14orf132.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2303.0,3712.0,4957.0,3096.0,3139.0,56630.5,0.6259939495131508
ANAPC11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2786.0,4399.0,2972.0,4308.0,2752.0,56640.5,0.6259278239738143
RPRD1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3708.0,3404.0,3255.0,3273.0,3580.0,56643.5,0.6259079863120134
DDX52.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3179.0,3888.0,3851.0,2882.0,3421.0,56644.5,0.6259013737580796
ALDH1L1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4034.0,3430.0,1780.0,3438.0,4552.0,56657.5,0.6258154105569423
STAB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3378.0,3482.0,2977.0,3458.0,3957.0,56675.5,0.6256963845861367
ZNF860.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3062.0,2678.0,4713.0,2987.0,3813.0,56676.5,0.6256897720322032
LPAR2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3472.0,3000.0,3313.0,3336.0,4134.0,56678.5,0.6256765469243358
AURKC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4038.0,2525.0,3167.0,3470.0,4062.0,56685.5,0.6256302590468004
FCHO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3012.0,3109.0,3620.0,3627.0,3894.0,56685.5,0.6256302590468004
LAPTM5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3242.0,2676.0,4473.0,2942.0,3931.0,56687.5,0.6256170339389331
ZNF205.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3334.0,3278.0,3598.0,3433.0,3623.0,56689.5,0.6256038088310658
COPS6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3140.0,3606.0,3315.0,3843.0,3372.0,56699.5,0.6255376832917294
CLIC6.rescaled,220.5,319.0,407.5,550.5,537.0,7043.0,12556.0,13255.0,8018.0,13805.0,56711.5,0.6254583326445255
RNF213.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4836.0,2863.0,2751.0,3623.0,3216.0,56712.5,0.625451720090592
INTS6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3395.0,3472.0,3358.0,3303.0,3764.0,56715.5,0.625431882428791
ARHGEF26.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3718.0,3292.0,3428.0,3462.0,3393.0,56716.5,0.6254252698748575
SIX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3803.0,3419.0,3153.0,3423.0,3496.0,56717.5,0.6254186573209237
TNFSF18.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2450.0,2972.0,3951.0,4871.0,3053.0,56720.5,0.6253988196591229
LTK.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4218.0,2800.0,3550.0,3647.0,3084.0,56722.5,0.6253855945512556
XPC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3512.0,3843.0,3088.0,3360.0,3503.0,56729.5,0.6253393066737201
OXR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2791.0,3200.0,4016.0,3089.0,4214.0,56733.5,0.6253128564579855
RPAIN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2981.0,3863.0,3325.0,3613.0,3535.0,56740.5,0.6252665685804499
C1orf21.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3170.0,3339.0,3610.0,3106.0,4100.0,56748.5,0.6252136681489808
PLEKHA4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2873.0,3353.0,3762.0,3673.0,3678.0,56762.5,0.6251210923939099
TSPAN12.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3622.0,3224.0,2866.0,4119.0,3509.0,56763.5,0.6251144798399761
IL18BP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5217.0,3580.0,2366.0,4155.0,2034.0,56775.5,0.6250351291927725
LMCD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3159.0,3307.0,4073.0,3390.0,3423.0,56775.5,0.6250351291927725
ARHGAP20.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2495.0,4092.0,3784.0,2525.0,4456.0,56775.5,0.6250351291927725
DCAF10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3822.0,3370.0,3091.0,3699.0,3373.0,56778.5,0.6250152915309716
GINS4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,1786.0,3678.0,3751.0,4997.0,3150.0,56785.5,0.6249690036534361
TCF19.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,954.0,2047.0,1518.0,2534.0,10315.0,56791.5,0.6249293283298342
ARL6IP4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2950.0,4176.0,3597.0,3600.0,3045.0,56791.5,0.6249293283298342
ZNF264.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2879.0,3666.0,3250.0,4102.0,3479.0,56799.5,0.6248764278983651
LBR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3260.0,3996.0,3590.0,2896.0,3639.0,56804.5,0.6248433651286969
SRSF3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3615.0,1403.0,2187.0,2190.0,7988.0,56806.5,0.6248301400208296
GYG2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3312.0,3845.0,3344.0,3300.0,3588.0,56812.5,0.6247904646972278
KPNB1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3213.0,3110.0,2989.0,3325.0,4754.0,56814.5,0.6247772395893604
ZNF514.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3749.0,3603.0,3262.0,3282.0,3495.0,56814.5,0.6247772395893604
RFXAP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3287.0,2818.0,2347.0,4538.0,4402.0,56815.5,0.6247706270354267
BAG4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3560.0,3660.0,3205.0,3768.0,3206.0,56822.5,0.6247243391578913
TERF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3544.0,3191.0,2796.0,3575.0,4296.0,56825.5,0.6247045014960904
ZNF333.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4293.0,3214.0,3268.0,3320.0,3309.0,56827.5,0.6246912763882231
SPDYA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3493.0,4904.0,2417.0,2626.0,3973.0,56836.5,0.6246317634028202
SERP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2652.0,3137.0,2092.0,3299.0,6236.0,56839.5,0.6246119257410193
PABPN1L.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,4125.0,2911.0,2473.0,11658.0,3593.0,56845.0,0.6245755566943842
SOX15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4398.0,3338.0,3288.0,2939.0,3459.0,56845.5,0.6245722504174175
RAET1G.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3333.0,3154.0,6225.0,2214.0,2516.0,56865.5,0.6244399993387446
GRM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3337.0,3376.0,3611.0,3237.0,3885.0,56869.5,0.6244135491230101
SLC38A4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3352.0,4874.0,3992.0,1938.0,3293.0,56872.5,0.624393711461209
PRELID1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2921.0,2579.0,4332.0,4623.0,3002.0,56880.5,0.6243408110297399
SAP25.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2145.0,2859.0,2299.0,4254.0,5909.0,56889.5,0.6242812980443372
JARID2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5754.0,3639.0,2780.0,3842.0,1451.0,56889.5,0.6242812980443372
LRFN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2660.0,4620.0,6317.0,1045.0,2826.0,56891.5,0.6242680729364699
PSMD2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4131.0,2649.0,2928.0,2971.0,4799.0,56901.5,0.6242019473971334
OS9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3194.0,3458.0,3801.0,3052.0,3980.0,56908.5,0.624155659519598
AGTR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3774.0,2129.0,4612.0,3477.0,3494.0,56909.5,0.6241490469656643
COL18A1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3460.0,5070.0,2633.0,2494.0,3833.0,56913.5,0.6241225967499298
C2orf49.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3611.0,3190.0,3561.0,3074.0,4055.0,56914.5,0.6241159841959961
LRRC17.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3416.0,3097.0,3296.0,4068.0,3615.0,56915.5,0.6241093716420625
